index,Timestamp,1. სად ნახეთ ეს გამოკითხვა?,2. სქესი,3. ასაკი,4. სამუშაო გამოცდილება IT სფეროში,5. რომელ კატეგორიას მიეკუთვნებით ყველაზე მეტად?,იყენებთ თუ არა cloud-ს და რომელს?,6. რომელ პროგრამირების ენას იყენებთ ძირითადად?,7. რომელ framework-ს იყენებთ ძირითადად?,8. რას იყენებთ source control-ისთვის?,9. გყავთ თუ არა ტესტერები?,10. რას იყენებთ continuous integration-ისთვის?,11. თქვენი Stackoverflow-ს რეიტინგი,12. Max რამდენი star აქვს თქვენს ყველაზე პოპულარულ პროექტს github-ზე,13. დასაქმების ტიპი,14. სამუშაოს ტიპი,სამუშაო ენა,15. ძირითადი დამსაქმებელი ორგანიზაცის საქმიანობის სფერო ,16. ქვეყანა სადაც ფიზიკურად იმყოფებით,"ქვეყანა, საიდანაც ყველაზე მეტი შემოსავალი გაქვთ მიღებული  ბოლო ერთი წლის მანძილზე",კმაყოფილი ხართ ახლანდელი სამუშაო ადგილით?,17. საშუალოდ რამდენ საათს მუშაობთ თვეში (და არა კვირაში!) ?,"თქვენი აზრით ხელფასის რა რაოდენობა შეეფერება თქვენს ამჟამინდელ ცოდნას და გამოცდილებას (ლარებში, თვიურად)",იმოქმედა თუ არა Covid-19 პანდემიამ თქვენს შემოსავალზე?,ეროვნული გამოცდების ქულა უნარებში ,თქვენი GPA უნივერსიტეტში (თუ სწავლობთ ან დამთავრებული გაქვთ),განათლების დონე,რომელზე მუშაობთ ძირითადად?,"ვინმეს რომ ეკითხა რა კომპიუტერზე მუშაობთო, რას უპასუხებდით?",ლეპტოპის მოდელი,რამდენი აქვს ოპერატიული მეხსიერება? (RAM),რომელი მეხსიერების ტიპი აქვს კომპიუტერს?,რამდენი აქვს მეხსიერება? ,"19. ღია კითხვა -  თქვენი აზრით რა უნდა გაკეთდეს იმისთვის, რომ საქართველომ მიაღწიოს  პროგრესს ინფორმაციული ტექნოლოგიების კუთხით?    ",20. ღია კითხვა - როგორ უნდა დავაინტერესოთ მომავალი თაობა ინფორმაციული ტექნოლოგიებით,18. საშუალო თვიური შემოსავალი ხელზე ლარებში ბოლო 1 წლის მანძილზე
251,10/11/2020 1:25:45,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მდედრობითი,21-23,არ მაქვს,Data Scientist,Digital Ocean,Python,არც ერთს,არ ვიყენებთ,არა,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ ვარ დასაქმებული,არ უპასუხია,არ უპასუხია,არ უპასუხია,საქართველო,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,,,არ უპასუხია
252,10/8/2020 0:45:32,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,24-26,6-9 წელი,Front End Developer,არ ვიყენებ,TypeScript,Angular,Git,კი,Teamcity,2000-5000,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,ამერიკის შეერთებული შტატები,კი,160-200,7k-10k,არ უმოქმედია,80-90 %,1-1.5,არასრული ბაკალავრი,Desktop კომპიუტერი,PC ,PC,16 gb,SSD  (სწრაფი),256 gb,,,7k-10k
253,10/13/2020 4:24:42,Sysadmins GE,მამრობითი,40-44,20-25 წელი,Network Administrator,AWS,Python,Django,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,სამედიცინო სფერო,ა.შ.შ,ამერიკის შეერთებული შტატები,კი,100-160,30k-50k,"კი, გაიზარდა",არ უპასუხია,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Macbook ,Macbook,8 gb,SSD  (სწრაფი),1 tb,"long-term: awareness უნდა შეიქმნას იმისი თუ რა შეუძლია IT-ს. 

short-term: უკეთესი მენეჯერები უნდა გვყავდეს რომელიც იპოვნის პრობლემას კომპანიაში და შეძლებს გადაწყვეტილების გაყიდვას უფროსზე. რისკების დათვლა იზ ა მასთ.",FUD? Awareness? privacy ლექციები სკოლაში? არ ვიცი...,20k-30k
254,10/8/2020 1:09:25,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,27-29,6-9 წელი,Support Specialist,არ ვიყენებ,Javascript,არც ერთს,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office - Local Projects,ქართული,გემბლინგი,საქართველო,საქართველო,კი,100-160,2k-3k,არ უმოქმედია,60-70 %,არ უპასუხია,დავამთავრე -  bachelor,Desktop კომპიუტერი,PC ,PC,64 gb,SSD  (სწრაფი),128 gb,"ლიცენზირება, აუდიტი, ჯარიმები, აიტი რისკების სწორი შეფასება","უბრალოდ მარტივი ენით დავანახოთ რომ IT  სფერო და კერძოდ პროგრამირება რა უსასრულო საზღვრებს ხსნის, როგორმე ავუხსნათ რომ 16 წლის თუ დაიწყებ სწავლას და თამაშებში დროს არ დახარჯავ , 20- 22 წლისას 3კ + შემოსავალი გექნება, შემოსავალი დიდი მოტივატორია.",2k-3k
255,10/11/2020 11:53:17,JavaScript Georgia,მამრობითი,21-23,2-4 წელი,Front End Developer,არ ვიყენებ,Javascript,Vue,TFS,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,არასამთავრობო ორგანიზაცია,საქართველო,საქართველო,არა,0-40,1500-2000,არ უმოქმედია,ჯერ არ ჩამიბარებია,0.5-1,დავამთავრე კოლეჯი,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,8 gb,SSD  (სწრაფი),256 gb,,,1000-1499
256,10/8/2020 4:27:10,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,27-29,4-6 წელი,Database Administrator,AWS,SQL,Angular,არ ვიყენებთ,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Remote  - Local Projects,ქართული,გემბლინგი,საქართველო,საქართველო,კი,100-160,7k-10k,არ უმოქმედია,80-90 %,2.5-3,მხოლოდ სკოლა,Desktop კომპიუტერი,PC ,PC,16 gb,SSD  (სწრაფი),1 tb,"უნდა გაიზარდოს სკოლიდანვე ბავშების ინფორმირება ამ კუთხით და უფრო მეტი და მარტივი საშუალებები უნდა იყოს საიდანაც პრაქტიკულ ცოდნას მიიღებენ რომლის გამოყენებასაც მალევე შეძლებენ პრაქტიკაში, რაც დადებით ფიდბექ ლუპს ჩართავს და თვითონვე მიხედავენ მერე თავს...  უამრავი წელი სწავლა და მერე უმუშევრად და უფულოდ ყოფნა და რეალური სამყაროსგან დისონანსი, ნამდვილად არ ეხმარება ხალხის ცხოვრებაში.",ძაან გვიანია და მეზარება ამის წერა...,4k-5k
257,10/11/2020 12:17:08,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,24-26,2-4 წელი,Front End Developer,Digital Ocean,Javascript,React,Git,კი,არ ვიყენებთ,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,240-300,2k-3k,არ უმოქმედია,60-70 %,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,არ უპასუხია,არ უპასუხია,8 gb,SSD  (სწრაფი),512 gb,,,2k-3k
258,10/8/2020 8:41:24,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,27-29,9-12 წელი,Back End Developer,Digital Ocean,PHP,არც ერთს,Git,არა,Travis,არ მაქვს account,100-500,არ ვარ დასაქმებული,Remote  - Local Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,არა,100-160,5k-6k,არ უმოქმედია,70-80 %,3-3.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,PC ,PC,8 gb,"ორივე (SSD, HDD)",256 gb,განათლებას უნდა მიეხედოს,ბაზარი თავად დაარეგურირებს,2k-3k
259,10/11/2020 13:11:17,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,50+,25+,არ უპასუხია,AZURE,არც ერთს,არც ერთს,არ უპასუხია,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),არ უპასუხია,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,100-160,6k-7k,არ უმოქმედია,ჯერ არ ჩამიბარებია,არ უპასუხია,დავამთავრე - master,ლეპტოპი,არ უპასუხია,არ უპასუხია,8 gb,HDD (ნელი),1 tb,,,6k-7k
260,10/8/2020 2:37:11,JavaScript Georgia,მამრობითი,21-23,4-6 წელი,Full Stack Developer,Digital Ocean,Javascript,React,Git,კი,Circle CI,100-200,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,160-200,6k-7k,არ უმოქმედია,არ უპასუხია,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Macbook Pro,Macbook,8 gb,SSD  (სწრაფი),128 gb,,,30k-50k
